image_path,text
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/499.jpg,T _ { 4 } = T _ { 2 } \frac { \mu } { \sqrt { \mu ^ { 2 } - \gamma ^ { 2 } } } - T _ { 1 } \frac { \gamma } { \sqrt { \mu ^ { 2 } - \gamma ^ { 2 } } }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/500.jpg,"\tilde { \Phi } _ { 1 } = | \Phi | \cos \alpha \ , t i l d e { \Phi } _ { 2 } = | \Phi | \sin \alpha \ , \| \Phi | = \sqrt { \tilde { \Phi } _ { 1 } ^ { 2 } + \tilde { \Phi } _ { 2 } ^ { 2 } } = \sqrt { \Phi _ { 1 } ^ { 2 } + \Phi _ { 2 } ^ { 2 } } \ ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/501.jpg,"\left[ \bar { Q } Q + m ^ { 2 } \right] \tilde { f } _ { m } = 0 ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/502.jpg,"D _ { i j , k l } ^ { a b , c d } = { \frac { Q } { N \sum _ { b = 0 } ^ { K - 1 } \tilde { B } ( b ) } } \sum _ { \tilde { m } = 0 } ^ { P - 1 } \tilde { B } ( i - j - Q \tilde { m } ) \mathrm { e } ^ { i { \frac { 2 \pi } { K } } ( a - c ) ( i - j - Q \tilde { m } ) } \delta _ { a b } \delta _ { c d } \delta _ { i l } \delta _ { j k } ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/503.jpg,"+ { \frac { 1 } { 8 \pi } } \left[ c N \mu ^ { 2 } - \ln \mu ^ { 2 } \sum _ { i = 1 } ^ { N } m _ { v , i } ^ { 2 } \right] { \cal A } ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/504.jpg,"\left[ \begin{array} { c c } { 0 } & { - \left( { \frac { 2 \pi n } { m _ { l } - m _ { r } } } \right) ^ { 2 } b _ { i } } \\ { b _ { i } } & { 0 } \\ \end{array} \right] , \left[ \begin{array} { c c } { 0 } & { - \left( { \frac { 2 \pi n } { m _ { l } - m _ { r } } } \right) ^ { 2 } b _ { i } ^ { * } } \\ { b _ { i } ^ { * } } & { 0 } \\ \end{array} \right]"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/505.jpg,"\hspace * { 1 . 7 5 i n } = - 4 \pi G \delta ( \sigma - X ) \epsilon _ { a } ^ { b } \frac { 1 } { i } \frac { \partial } { \partial q ^ { b } } \Psi ( \eta , q , X )"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/506.jpg,"T _ { x } = p _ { x } + e B y / 2 , T _ { y } = p _ { y } - e B x / 2 , T _ { z } = p _ { z } ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/507.jpg,"\lim _ { w \to + 0 } U ( \psi ) = \lim _ { w \to L - 0 } U ( \psi ) = 0 ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/508.jpg,S _ { g r } = - { \frac { 1 } { 4 \pi G l ^ { 2 } } } \left[ V _ { R } - { \frac { A _ { R } l } { 2 } } \right] = - { \frac { l } { 4 G } } \left[ { \frac { 4 R } { ( 1 + R ) ^ { 2 } } } - 2 \ln { { \frac { 1 + R } { 1 - R } } } \right] .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/509.jpg,W \propto e ^ { \frac { i g ^ { 2 } ( N - 1 ) { \cal A } } { 4 } } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/510.jpg,"x _ { 3 , 4 } = y _ { i } = 0 \quad , \quad x _ { 1 } ^ { 2 } + x _ { 2 } ^ { 2 } = \mu ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/511.jpg,"{ \cal L } = { \textstyle { \frac { 1 } { 4 } } } \sqrt { - h } [ { \cal R } _ { h } + { \textstyle { \frac { 1 } { 8 } } } h ^ { \bar { \mu } \bar { \nu } } \mathrm { T r } ( \partial _ { \bar { \mu } } { \cal M } { \bf L } \partial _ { \bar { \nu } } { \cal M } { \bf L } ) ] ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/512.jpg,C = P _ { \cal E } C P _ { \cal H } + P _ { \cal H } C P _ { \cal E } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/513.jpg,"V ^ { M } \partial _ { M } = \bar { V } ^ { M } \frac { \partial z ^ { L } } { \partial \bar { z } ^ { M } } \frac { \partial \bar { z } ^ { N } } { \partial z ^ { L } } \frac { \partial } { \partial \bar { z } ^ { N } } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/514.jpg,\tilde { { \cal A } } ^ { \mu } = \tilde { A } ^ { \mu } - \frac { 1 } { 2 } \epsilon ^ { \mu \gamma \alpha \beta } \int _ { \tilde { P } } ^ { x } \partial _ { \alpha } A _ { \beta } d \xi _ { \gamma }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/515.jpg,E ( r ) = \frac { Q _ { E } } { r ^ { 2 } + r _ { o } ^ { 2 } } ; B ( r ) = \frac { Q _ { M } } { r ^ { 2 } + r _ { o } ^ { 2 } }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/516.jpg,\zeta ( \lambda ) = \frac { c _ { - 1 } } { \lambda } + c _ { 0 } \hbar + c _ { 1 } \hbar ^ { 2 } \lambda + \cdots
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/517.jpg,\Psi ^ { \prime \prime } + [ 3 { \cal H } - 2 \frac { \varphi ^ { \prime \prime } } { \varphi ^ { \prime } } ] \Psi ^ { \prime } + [ 4 { \cal H } ^ { \prime } - 4 { \cal H } \frac { \varphi ^ { \prime \prime } } { \varphi ^ { \prime } } ] \Psi - \partial _ { \alpha } \partial ^ { \alpha } \Psi = 0 .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/518.jpg,"f _ { 2 1 } ( L , m , d , z ) = \frac { 1 } { 2 } h ( d ) \int _ { m } ^ { \infty } d s ( s ^ { 2 } - m ^ { 2 } ) ^ { \frac { d - 3 } { 2 } } e ^ { - 2 z s } , \qquad"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/519.jpg,"Q ( \omega , T ) = \frac { g _ { s } \Omega _ { d - 2 } } { 4 \pi } \left( \frac { p } { h f } \right) ^ { d - 1 } \frac { \hbar \omega } { ( e ^ { \beta \hbar \omega } - 1 ) } ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/520.jpg,H _ { 0 } = \sum _ { \kappa } \kappa ^ { 2 } \overline { { a } } ( \kappa ) a ( \kappa ) .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/521.jpg,\{ \xi _ { i } = 0 \} _ { 1 } ^ { r } \rightarrow \{ \Delta _ { i } \} _ { 1 } ^ { r } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/522.jpg,"\tilde { C } _ { \cal A } ^ { \prime } : = ( \tilde { \Phi } , \tilde { \Upsilon } )"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/523.jpg,"\tilde { k } = \frac { k } { 2 } \left( \frac { W _ { 3 } } { 2 l G _ { 4 } } \right) ^ { 2 / 3 } , \qquad \tilde { \mu } = \left( \frac { W _ { 3 } } { 2 l G _ { 4 } } \right) ^ { 4 / 3 } \mu ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/524.jpg,\lambda _ { i j k } - \lambda _ { i j l } + \lambda _ { i k l } - \lambda _ { j k l } = 2 \pi n \nonumber
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/525.jpg,"\frac { 1 } { 2 } \sum _ { a } \dot { X } ^ { a } \dot { X } ^ { a } - \frac { 1 } { 2 } \sum _ { a } G _ { i j } [ D ^ { i } , X ^ { a } ] [ D ^ { j } , X ^ { a } ] +"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/526.jpg,"C _ { i j } = [ C _ { i } , C _ { j } ] + \frac { \partial C _ { i } } { \partial t _ { j } } - \frac { \partial C _ { j } } { \partial t _ { i } } ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/527.jpg,z _ { 2 } = y _ { 2 } = \frac { \mu \Gamma ^ { 2 } ( \mu ) \eta _ { 1 } ^ { 2 } } { 4 \pi ^ { 2 \mu } } \left[ \Psi ( \mu ) + \frac { 2 } { ( \mu - 1 ) } \right]
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/528.jpg,S _ { E } ^ { v o l } = \sum _ { a } \frac { V _ { a } } { 4 G _ { d } } + \frac { \beta } { 1 6 \pi G _ { d } } \sum _ { a } \int _ { M _ { a } ^ { d - 2 } } F \wedge \Psi - \frac { \beta } { 8 \pi G _ { d } } \int _ { \partial \Sigma _ { \infty } } J _ { D } ^ { i } d \sigma _ { i } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/529.jpg,\oint _ { S _ { i } } { d \phi _ { i } } = 2 \pi .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/530.jpg,\tan
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/531.jpg,"{ \cal { H } } _ { 0 } = \frac { 1 } { 4 } ( { } ^ { * } H ^ { i j } + \frac { 1 } { 2 } P ^ { i j } ) ( { } ^ { * } H _ { i j } + \frac { 1 } { 2 } P _ { i j } ) - 2 { } ^ { * } H ^ { 0 i } { } ^ { * } H _ { 0 i } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/532.jpg,"\left( { \frac { b ^ { \prime } } { b } } \right) ^ { 2 } = { \frac { 8 \pi G } { 3 } } \left[ { \frac { 1 } { 2 } } \phi ^ { 2 } - V \right] + { \frac { 1 } { b ^ { 2 } } } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/533.jpg,"2 \mathrm { I m } { \cal L } ^ { ( 1 ) } = ( 2 s + 1 ) \frac { ( e \epsilon ) ^ { 2 } } { ( 2 \pi ) ^ { 3 } } \sum _ { n = 1 } ^ { \infty } \frac { ( \pm 1 ) ^ { n + 1 } } { n ^ { 2 } } e ^ { - \pi n / \beta } , \qquad \beta = \frac { e \epsilon } { m ^ { 2 } } ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/534.jpg,\frac { d \omega _ { i } } { d p } | _ { p = p _ { f } } > 0 \quad ( < 0 )
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/535.jpg,1 = \int d \mu ( \lambda ) | \lambda > < \lambda |
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/536.jpg,"V | _ { C } ( - 1 ) = V | _ { C } \otimes { \cal O } _ { C } ( - 1 ) ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/537.jpg,"U _ { K } = \exp \left[ K , \overline { { \Delta } } \right]"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/538.jpg,d s ^ { 2 } = d r ^ { 2 } + \rho \lambda ^ { 2 } + r ^ { 2 } d \Omega _ { 5 } ^ { 2 } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/539.jpg,"F = F ^ { ( 0 ) } + F ^ { ( 1 ) } = - S \left[ T U - \sum _ { i } ( V ^ { i } ) ^ { 2 } \right] + h ( T ^ { m } ) ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/540.jpg,"L _ { - n _ { 1 } } ^ { \lambda _ { 1 } } . . . L _ { - n _ { p } } ^ { \lambda _ { p } } G _ { - r _ { 1 } } ^ { \rho _ { 1 } } . . . G _ { - r _ { q } } ^ { \rho _ { q } } \vert \chi _ { j } ^ { j } \rangle { } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/541.jpg,"\delta P _ { \mu ( 1 ) } ^ { A } = \frac { 1 } { 2 \pi \alpha ^ { \prime } } \sqrt { - \bar { G } } \left( ( \bar { D } _ { i j } ^ { A } \Phi _ { ( 1 ) } ^ { j } ) \bar { n } _ { \mu } ^ { i } + ( \bar { \Omega } _ { i } ^ { A B } - \bar { G } ^ { A B } \bar { \Omega } _ { i C } ^ { C } ) \Phi _ { ( 1 ) } ^ { i } \bar { x } _ { \mu , B } \right)"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/542.jpg,"\left( \hat { q } _ { i } ^ { a } \right) ^ { \dagger } = \hat { q } _ { i } ^ { a } , \left( \hat { p } _ { i } ^ { a } \right) ^ { \dagger } = \hat { p } _ { i } ^ { a } , \left[ \hat { q } _ { i } ^ { a } , \hat { p } _ { j } ^ { b } \right] = i \hbar \delta ^ { a b } \delta _ { i j } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/543.jpg,"{ \lbrack 4 \pi T \rbrack } ^ { - { \frac { D } { 2 } } } \mathrm { d e t } ^ { - { \frac { 1 } { 2 } } } \biggl [ { \frac { \mathrm { t a n } ( e F T ) } { e F T } } \biggr ] \quad . \,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/544.jpg,W ( A _ { g } ) \simeq \ln \det ( D _ { 0 } ^ { + } g ^ { - 1 } D ( A ) g ) .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/545.jpg,"x _ { 1 } ^ { 4 } = \phi \pm \sqrt { \phi ^ { 2 } - [ 1 + ( x _ { 3 } ^ { 2 } - \phi ) ^ { 2 } + ( x _ { 4 } ^ { 2 } - \phi ) ^ { 2 } + ( x _ { 5 } ^ { 2 } - \phi ) ^ { 2 } ] } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/546.jpg,"g ( z ) = \sum _ { i j } \frac { \sigma ( z + s _ { i j } ) } { \sigma ( z ) \sigma ( s _ { i j } ) } e ^ { - \frac { \zeta ( \pi ) } { \pi } z s _ { i j } } e ^ { i s _ { i j } \frac { z - \bar { z } } { \Delta - \overline { \Delta } } } Y _ { i j } E _ { i j } = \sum _ { i j } W ( z , s _ { i j } ) Y _ { i j } E _ { i j } ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/547.jpg,"\Phi _ { 0 } = F ( 1 ) = F ( 0 ) + \sum _ { n = 1 } ^ { \infty } \frac { 1 } { n ! } \frac { d ^ { n } F } { d ^ { n } t } ( 0 ) \ ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/548.jpg,"\left( U _ { n } - 2 \eta + U _ { n } ^ { - 1 } \right) \Delta _ { F } ^ { n } = - \Gamma \delta _ { n } , \Gamma \equiv \beta ^ { - 1 } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/549.jpg,"K ( x , x ^ { \prime } ; s ) = \sum _ { \sigma } \Psi _ { \sigma } ( x ) \Psi _ { \sigma } ^ { * } ( x ^ { \prime } ) e ^ { - s \sigma ^ { 2 } } \ ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/550.jpg,[ \frac { 1 } { u ^ { 3 } } \partial _ { u } ( u ^ { 3 } \partial _ { u } ) - \frac { N k ^ { 2 } } { u ^ { 2 } } - k ^ { 2 } - \frac { l ( l + 2 ) } { u ^ { 2 } } ] \tilde { \varphi } ( u ) = 0
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/551.jpg,"z _ { i } \rightarrow ( - 1 ) ^ { \epsilon _ { i } } z _ { i } + { \frac { 1 } { 2 } } \delta _ { i } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/552.jpg,\delta _ { \alpha \alpha ^ { \prime } } = \delta ^ { m _ { 1 } l _ { 1 } } \delta _ { m _ { 2 } l _ { 2 } } . . . \delta _ { m _ { n - 1 } l _ { n - 1 } } = \delta ^ { m _ { 1 } l _ { 1 } } \delta _ { a a ^ { \prime } }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/553.jpg,"F = \hat { F } \frac { 1 } { 1 - \theta \hat { F } } , \hat { F } = \frac { 1 } { 1 + F \theta } F ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/554.jpg,"\tilde { P } _ { 0 } = j _ { 1 } = \hbar k _ { 0 } , \tilde { P } _ { 3 } = j _ { 2 } = \hbar k _ { 3 } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/555.jpg,"\ddot { \phi } + 3 H \dot { \phi } = - m ^ { 2 } \phi \ ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/556.jpg,"L ( \lambda ) | a , \theta > = | a , \theta + \lambda >"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/557.jpg,X ^ { \mu } = x ^ { \mu } + p ^ { \mu } \tau + i \sum _ { n \neq 0 } \frac { 1 } { n } { \alpha } _ { n } ^ { \mu } e ^ { - i n \tau } \cos { n \sigma }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/558.jpg,"\langle P ^ { \prime } | J ^ { \mu } ( 0 ) | P \rangle = \bar { u } ( P ^ { \prime } ) \Big [ F _ { 1 } ( q ^ { 2 } ) \gamma ^ { \mu } + F _ { 2 } ( q ^ { 2 } ) { \frac { i } { 2 M } } \sigma ^ { \mu \alpha } q _ { \alpha } \Big ] u ( P ) \ ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/559.jpg,"\frac { 1 } { 2 \mu } P ^ { 2 } = \frac { 1 } { 2 \mu } \tilde { p } ^ { 2 } + \tilde { H } _ { I } ^ { ( q ) } ( \tilde { x } , \tilde { p } ) ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/560.jpg,"\sigma _ { l } ^ { T } = \lim _ { k \rightarrow 0 } \rho _ { l } ^ { T } ( \omega , k ) ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/561.jpg,c _ { 2 } ( V ^ { 2 } ) - \frac { 1 } { 2 } c _ { 2 } ( T X ) = 9 6 F
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/562.jpg,D _ { \mu } D ^ { \mu } \varphi + m \varphi = 0 .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/563.jpg,F _ { \mathrm { s } } [ f ( y ) ] = f ( y ) \left[ y f ^ { \prime } ( y ) - \frac { n } { 2 } f ( y ) \right] .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/564.jpg,"f _ { i + 1 } ( t , z ) = - 2 i ( m _ { i } z ^ { m _ { i } - 1 } t + h _ { i + 1 } ( z ) )"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/565.jpg,"\chi _ { \alpha } ^ { A } ( F ) = \int _ { H } d z \int _ { N _ { A } } d n F ( z \xi _ { A } , z n z ^ { - 1 } ) \chi _ { \alpha } ( n ) ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/566.jpg,"h _ { \alpha \beta } = \partial _ { \alpha } X ^ { \mu } \partial _ { \beta } X ^ { \nu } \eta _ { \mu \nu } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/567.jpg,K ( u ) = V _ { 1 } ( u ) y _ { 1 } + V _ { 2 } ( u ) y _ { 2 } + V _ { 3 } ( u ) y _ { 3 } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/568.jpg,"g _ { \mu \nu } = \eta _ { \mu \nu } + h _ { \mu \nu } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/569.jpg,"\eta = { \frac { \lambda ^ { 6 } } { \kappa ^ { 4 } } } = ( 4 \pi ) ^ { 5 } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/570.jpg,"N _ { I J } = \bar { F } _ { I J } + 2 i \frac { ( I m F _ { I K } X ^ { K } ) ( I m F _ { J L } X ^ { L } ) } { ( X ^ { I } I m F _ { I J } X ^ { J } ) } ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/571.jpg,\{ J _ { i j } \} = \left( \begin{array} { c c } { 0 } & { I } \\ { - I } & { 0 } \\ \end{array} \right) .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/572.jpg,"\bar { Z } _ { n } = \int [ d \mu ( \tau , \epsilon ) ] _ { n } Z _ { n } \,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/573.jpg,\Psi = \frac { \Phi } { \left( e ^ { 2 \omega X } + e ^ { - 2 \omega T } \right) ^ { 1 / 4 } }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/574.jpg,\lambda ^ { 2 } = \frac { \omega ^ { 2 } } { c ^ { 2 } } - k _ { z } ^ { 2 } { . }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/575.jpg,"X _ { 0 } ^ { A { A ^ { \prime } } } : = i { \sqrt 2 } ( \sigma ^ { A } \beta ^ { A ^ { \prime } } - \varsigma ^ { A } \alpha ^ { A ^ { \prime } } ) = - i { \sqrt 2 } ( { \bar { \sigma } } ^ { A ^ { \prime } } { \bar { \beta } } ^ { A } - { \bar { \varsigma } } ^ { A ^ { \prime } } { \bar { \alpha } } ^ { A } ) ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/576.jpg,\psi _ { a } : { \cal M } _ { a } \to \tilde { { \cal M } } _ { a } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/577.jpg,"[ a _ { 1 } ( x ) , a _ { 2 } ( y ) ] = i { \frac { \hbar } { \mu } } \delta ( \vec { x } - \vec { y } ) ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/578.jpg,"\mathrm { G r } _ { 2 , 1 } = \left( \begin{array} { c c c c c } { \sqrt { Q } } & { 1 } & { 0 } & { \alpha _ { 1 } } \\ { 1 } & { \sqrt { Q } } & { 1 } & { z } \\ { 0 } & { 1 } & { \sqrt { Q } } & { 1 } \\ { \alpha _ { 1 } ^ { - 1 } } & { z } & { 1 } & { \sqrt { Q } } \\ \end{array} \right)"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/579.jpg,\rho _ { \pm } = \frac { \tilde { R } _ { \pm } } { r }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/580.jpg,< { \psi _ { F } } _ { \alpha _ { i } } | { \psi _ { F } } _ { \alpha _ { j } } > _ { t } = < \alpha _ { i } | \alpha _ { j } > = \delta _ { i j }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/581.jpg,"Q _ { n } ^ { + } = 2 ^ { - \frac n 2 } Z ^ { n } \theta ^ { + } , \qquad Q _ { n } ^ { - } = 2 ^ { - \frac n 2 } \bar { Z } ^ { n } \theta ^ { - } ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/582.jpg,"d s ^ { 2 } = e ^ { - 2 k | y | - 2 c } \eta _ { \mu \nu } d x ^ { \mu } d x ^ { \nu } + d y ^ { 2 } . \,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/583.jpg,\delta v ^ { ( 4 ) } = { \textstyle \frac { m } { 2 } } \Delta ^ { ( 4 ) } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/584.jpg,1 - \frac { n _ { 0 } ( v _ { { \bf { q } } } q ^ { 2 } ) / m } { \omega ^ { 2 } } \{ 1 + \frac { 1 } { \omega ^ { 2 } } [ \frac { 3 } { 5 } ( q v _ { F } ) ^ { 2 } - \epsilon _ { { \bf { q } } } ^ { 2 } ] \} = 0
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/585.jpg,A _ { m } = \frac { 1 } { 4 } \sum _ { n = 1 } ^ { m - 1 } \sum _ { s = 1 } ^ { m - 1 } \langle 0 \mid { \alpha } _ { m - n } \cdot { \alpha } _ { n } { \alpha } _ { s - m } \cdot { \alpha } _ { - s } \mid 0 \rangle
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/586.jpg,\| \zeta \| ^ { 2 } = \zeta { \zeta } ^ { + } = ( \zeta ^ { 0 } ) ^ { 2 } - ( \zeta ^ { 1 } ) ^ { 2 } - ( \zeta ^ { 3 } ) ^ { 2 } - ( \zeta ^ { 4 } ) ^ { 2 } .
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/587.jpg,\delta _ { \Lambda } \Phi = \sum _ { k = 1 } ^ { r } \ln \left| \Lambda _ { 1 } ^ { 1 } \Lambda _ { 2 } ^ { 2 } \cdots \Lambda _ { k } ^ { k } \right| ^ { s _ { k } }
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/588.jpg,"\langle \Omega | \left[ V ^ { \prime } ( \hat { M } ) - { \frac { \delta } { \delta \hat { M } } } \right] \cdot f ( \hat { M } ) | \Omega \rangle = 0 ,"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/589.jpg,"\begin{array} { r l } { \displaystyle \Delta ^ { + } = } & { 1 + \displaystyle \frac { 1 } { 4 } \displaystyle \frac { ( \gamma / \pi ) ^ { 2 } } { 1 - \gamma / \pi } = \displaystyle \frac { 1 } { 2 } \left( \displaystyle \frac { 1 } { 2 R } + R \right) ^ { 2 } , } \\ { \Delta ^ { - } = } & { \displaystyle \frac { 1 } { 4 } \displaystyle \frac { ( \gamma / \pi ) ^ { 2 } } { 1 - \gamma / \pi } = \displaystyle \frac { 1 } { 2 } \left( \displaystyle \frac { 1 } { 2 R } - R \right) ^ { 2 } . } \\ \end{array}"
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/590.jpg,"u _ { 2 } ^ { * } ( q ^ { + } , { \bf q } _ { \perp } ) = f ( q ^ { + } ) { \bf q } _ { \perp } ^ { 2 } , \zeta = { \frac { 1 } { \eta } } ."
/lab/shiyh_lab/12432696/VLM/self-llm/Qwen-VL/LaTeX_OCR/591.jpg,\exp \left( i \frac { e } { \hbar c } \oint \vec { A } \cdot d \vec { x } \right) = \exp \left( i \frac { e \Phi } { \hbar c } \right) .
